TITLE,cer
DATA TYPE,RAMAN SPECTRUM
ORIGIN,JASCO
OWNER,
DATE,21/04/06
TIME,15:17:11
SPECTROMETER/DATA SYSTEM,
LOCALE,1041
RESOLUTION,
DELTAX,0.2
XUNITS,1/CM
YUNITS,INTENSITY
FIRSTX,   88.4787
LASTX, 1963.2787
NPOINTS,    9375
FIRSTY,    26.01411
MAXY,   546.00513
MINY,   -37.95501
XYDATA
152.4787,36.3889
152.6787,41.8888
152.8787,47.425
153.0787,52.8283
153.2787,57.9292
153.4787,62.5686
153.6787,66.6862
153.8787,70.2779
154.0787,73.3399
154.2787,75.8687
154.4787,77.8604
154.6787,79.3114
154.8787,80.2182
155.0787,80.5769
155.2787,80.3839
155.4787,79.6357
155.6787,78.3438
155.8787,76.5443
156.0787,74.2759
156.2787,71.5772
156.4787,68.4868
156.6787,65.0434
156.8787,61.2855
157.0787,57.2518
157.2787,52.9809
157.4787,48.5115
157.6787,43.8952
157.8787,39.2557
158.0787,34.7416
158.2787,30.5012
158.4787,26.683
158.6787,23.4355
158.8787,20.9072
159.0787,19.2464
159.2787,18.6017
159.4787,19.1215
159.6787,20.946
159.8787,24.0147
160.0787,28.0589
160.2787,32.8
160.4787,37.9598
160.6787,43.2599
160.8787,48.4219
161.0787,53.1675
161.2787,57.2182
161.4787,60.2956
161.6787,62.1215
161.8787,62.5249
162.0787,61.6713
162.2787,59.7919
162.4787,57.1178
162.6787,53.8802
162.8787,50.3103
163.0787,46.6393
163.2787,43.0984
163.4787,39.9187
163.6787,37.3315
163.8787,35.5472
164.0787,34.5479
164.2787,34.1734
164.4787,34.2616
164.6787,34.6502
164.8787,35.1771
165.0787,35.6801
165.2787,35.997
165.4787,35.9655
165.6787,35.4235
165.8787,34.2102
166.0787,32.2945
166.2787,29.8764
166.4787,27.1793
166.6787,24.4267
166.8787,21.8424
167.0787,19.6498
167.2787,18.0726
167.4787,17.3342
167.6787,17.6584
167.8787,19.2686
168.0787,22.3238
168.2787,26.6192
168.4787,31.8223
168.6787,37.6008
168.8787,43.6221
169.0787,49.5538
169.2787,55.0633
169.4787,59.8183
169.6787,63.4863
169.8787,65.7347
170.0787,66.2439
170.2787,64.9959
170.4787,62.2792
170.6787,58.3962
170.8787,53.6489
171.0787,48.3398
171.2787,42.7711
171.4787,37.2451
171.6787,32.0639
171.8787,27.53
172.0787,23.9454
172.2787,21.5152
172.4787,20.1595
172.6787,19.7464
172.8787,20.1439
173.0787,21.2201
173.2787,22.843
173.4787,24.8808
173.6787,27.2014
173.8787,29.673
174.0787,32.1636
174.2787,34.5499
174.4787,36.7934
174.6787,38.9028
174.8787,40.8875
175.0787,42.7569
175.2787,44.5204
175.4787,46.1874
175.6787,47.7673
175.8787,49.2694
176.0787,50.7031
176.2787,52.0776
176.4787,53.3847
176.6787,54.59
176.8787,55.6564
177.0787,56.5472
177.2787,57.2254
177.4787,57.6541
177.6787,57.7965
177.8787,57.6158
178.0787,57.0749
178.2787,56.1371
178.4787,54.7776
178.6787,53.0274
178.8787,50.9337
179.0787,48.5436
179.2787,45.9041
179.4787,43.0624
179.6787,40.0657
179.8787,36.961
180.0787,33.7955
180.2787,30.6162
180.4787,27.4721
180.6787,24.4388
180.8787,21.6147
181.0787,19.0987
181.2787,16.9896
181.4787,15.3863
181.6787,14.3876
181.8787,14.0925
182.0787,14.5998
182.2787,16.0084
182.4787,18.4166
182.6787,21.7957
182.8787,25.8337
183.0787,30.1804
183.2787,34.4856
183.4787,38.399
183.6787,41.5705
183.8787,43.6498
184.0787,44.2867
184.2787,43.1309
184.4787,39.8323
184.6787,34.1692
184.8787,26.7894
185.0787,18.7003
185.2787,10.9108
185.4787,4.42948
185.6787,0.265126
185.8787,-0.573563
186.0787,2.92213
186.2787,11.7609
186.4787,26.9515
186.6787,49.4552
186.8787,78.9006
187.0787,113.434
187.2787,151.122
187.4787,190.035
187.6787,228.24
187.8787,263.806
188.0787,294.8
188.2787,319.292
188.4787,335.349
188.6787,341.041
188.8787,335.26
189.0787,319.402
189.2787,295.334
189.4787,264.925
189.6787,230.041
189.8787,192.55
190.0787,154.321
190.2787,117.22
190.4787,83.1149
190.6787,53.8737
190.8787,31.1895
191.0787,15.1313
191.2787,4.8838
191.4787,-0.37694
191.6787,-1.47495
191.8787,0.765757
192.0787,5.52117
192.2787,11.9673
192.4787,19.2801
192.6787,26.6355
192.8787,33.2175
193.0787,38.5808
193.2787,42.802
193.4787,45.9971
193.6787,48.2822
193.8787,49.7733
194.0787,50.5864
194.2787,50.8373
194.4787,50.6423
194.6787,50.1172
194.8787,49.378
195.0787,48.5115
195.2787,47.4906
195.4787,46.2614
195.6787,44.7697
195.8787,42.9613
196.0787,40.7823
196.2787,38.1783
196.4787,35.0954
196.6787,31.4793
196.8787,27.2759
197.0787,22.4601
197.2787,17.3536
197.4787,12.5072
197.6787,8.47607
197.8787,5.8151
198.0787,5.07932
198.2787,6.82373
198.4787,11.6033
198.6787,19.9731
198.8787,32.4881
199.0787,49.6963
199.2787,71.6289
199.4787,97.4564
199.6787,126.267
199.8787,157.151
200.0787,189.195
200.2787,221.49
200.4787,253.122
200.6787,283.183
200.8787,310.759
201.0787,334.941
201.2787,354.954
201.4787,370.65
201.6787,382.059
201.8787,389.211
202.0787,392.134
202.2787,390.858
202.4787,385.413
202.6787,375.829
202.8787,362.133
203.0787,344.357
203.2787,322.562
203.4787,297.278
203.6787,269.386
203.8787,239.773
204.0787,209.327
204.2787,178.936
204.4787,149.487
204.6787,121.868
204.8787,96.9682
205.0787,75.6742
205.2787,58.8691
205.4787,46.9224
205.6787,39.2592
205.8787,35.2024
206.0787,34.0755
206.2787,35.2015
206.4787,37.9037
206.6787,41.5052
206.8787,45.3293
207.0787,48.6991
207.2787,50.9379
207.4787,51.5006
207.6787,50.4934
207.8787,48.223
208.0787,44.9964
208.2787,41.1204
208.4787,36.902
208.6787,32.6481
208.8787,28.6656
209.0787,25.2613
209.2787,22.7422
209.4787,21.3972
209.6787,21.2394
209.8787,22.0651
210.0787,23.6653
210.2787,25.8306
210.4787,28.3517
210.6787,31.0194
210.8787,33.6243
211.0787,35.9573
211.2787,37.8089
211.4787,38.971
211.6787,39.3416
211.8787,39.0206
212.0787,38.13
212.2787,36.7923
212.4787,35.1297
212.6787,33.2644
212.8787,31.3187
213.0787,29.4148
213.2787,27.675
213.4787,26.2216
213.6787,25.1527
213.8787,24.4467
214.0787,24.045
214.2787,23.8889
214.4787,23.9196
214.6787,24.0785
214.8787,24.3069
215.0787,24.5461
215.2787,24.7374
215.4787,24.8221
215.6787,24.7472
215.8787,24.5451
216.0787,24.314
216.2787,24.1536
216.4787,24.1639
216.6787,24.4446
216.8787,25.0955
217.0787,26.2165
217.2787,27.9074
217.4787,30.2681
217.6787,33.3967
217.8787,37.2414
218.0787,41.4776
218.2787,45.7519
218.4787,49.7111
218.6787,53.0017
218.8787,55.2703
219.0787,56.1637
219.2787,55.3285
219.4787,52.4114
219.6787,47.0589
219.8787,39.1237
220.0787,29.4083
220.2787,18.9891
220.4787,8.94221
220.6787,0.343939
220.8787,-5.72944
221.0787,-8.20167
221.2787,-5.99647
221.4787,1.9624
221.6787,16.7512
221.8787,39.3123
222.0787,68.8259
222.2787,103.23
222.4787,140.437
222.6787,178.358
222.8787,214.906
223.0787,247.992
223.2787,275.529
223.4787,295.428
223.6787,305.602
223.8787,303.987
224.0787,290.182
224.2787,266.479
224.4787,235.416
224.6787,199.529
224.8787,161.356
225.0787,123.434
225.2787,88.3018
225.4787,58.4956
225.6787,36.5531
225.8787,25.0118
226.0787,25.6687
226.2787,37.3898
226.4787,58.3156
226.6787,86.5869
226.8787,120.344
227.0787,157.728
227.2787,196.88
227.4787,235.939
227.6787,273.047
227.8787,306.344
228.0787,334.083
228.2787,355.693
228.4787,371.311
228.6787,381.088
228.8787,385.169
229.0787,383.704
229.2787,376.84
229.4787,364.726
229.6787,347.508
229.8787,325.337
230.0787,298.371
230.2787,267.333
230.4787,233.697
230.6787,198.991
230.8787,164.746
231.0787,132.49
231.2787,103.752
231.4787,80.0603
231.6787,62.9445
231.8787,53.9335
232.0787,54.5556
232.2787,65.6166
232.4787,85.6464
232.6787,112.728
232.8787,144.946
233.0787,180.383
233.2787,217.121
233.4787,253.246
233.6787,286.84
233.8787,315.986
234.0787,338.769
234.2787,353.526
234.4787,360.62
234.6787,361.378
234.8787,357.129
235.0787,349.206
235.2787,338.939
235.4787,327.661
235.6787,316.701
235.8787,307.392
236.0787,301.065
236.2787,299.002
236.4787,301.261
236.6787,306.607
236.8787,313.745
237.0787,321.376
237.2787,328.205
237.4787,332.936
237.6787,334.271
237.8787,330.915
238.0787,321.571
238.2787,304.945
238.4787,280.624
238.6787,250.251
238.8787,215.759
239.0787,179.084
239.2787,142.16
239.4787,106.921
239.6787,75.303
239.8787,49.2401
240.0787,30.667
240.2787,21.5184
240.4787,23.2848
240.6787,34.9839
240.8787,54.7778
241.0787,80.828
241.2787,111.296
241.4787,144.342
241.6787,178.129
241.8787,210.817
242.0787,240.567
242.2787,265.542
242.4787,284.002
242.6787,295.697
242.8787,301.524
243.0787,302.407
243.2787,299.271
243.4787,293.042
243.6787,284.644
243.8787,275.004
244.0787,265.045
244.2787,255.693
244.4787,247.867
244.6787,242.07
244.8787,238.124
245.0787,235.786
245.2787,234.816
245.4787,234.971
245.6787,236.01
245.8787,237.692
246.0787,239.775
246.2787,242.017
246.4787,244.177
246.6787,246.058
246.8787,247.627
247.0787,248.891
247.2787,249.854
247.4787,250.522
247.6787,250.9
247.8787,250.994
248.0787,250.809
248.2787,250.35
248.4787,249.624
248.6787,248.636
248.8787,247.412
249.0787,245.986
249.2787,244.393
249.4787,242.666
249.6787,240.839
249.8787,238.946
250.0787,237.022
250.2787,235.1
250.4787,233.215
250.6787,231.4
250.8787,229.696
251.0787,228.145
251.2787,226.794
251.4787,225.686
251.6787,224.867
251.8787,224.38
252.0787,224.271
252.2787,224.584
252.4787,225.364
252.6787,226.656
252.8787,228.447
253.0787,230.604
253.2787,232.972
253.4787,235.398
253.6787,237.728
253.8787,239.81
254.0787,241.491
254.2787,242.616
254.4787,243.032
254.6787,242.587
254.8787,241.166
255.0787,238.855
255.2787,235.802
255.4787,232.156
255.6787,228.066
255.8787,223.68
256.0787,219.148
256.2787,214.617
256.4787,210.238
256.6787,206.158
256.8787,202.519
257.0787,199.37
257.2787,196.701
257.4787,194.497
257.6787,192.746
257.8787,191.434
258.0787,190.549
258.2787,190.078
258.4787,190.007
258.6787,190.323
258.8787,191.013
259.0787,192.049
259.2787,193.382
259.4787,194.964
259.6787,196.743
259.8787,198.672
260.0787,200.699
260.2787,202.775
260.4787,204.852
260.6787,206.878
260.8787,208.804
261.0787,210.585
261.2787,212.18
261.4787,213.555
261.6787,214.671
261.8787,215.492
262.0787,215.981
262.2787,216.102
262.4787,215.818
262.6787,215.091
262.8787,213.885
263.0787,212.176
263.2787,210.023
263.4787,207.513
263.6787,204.735
263.8787,201.779
264.0787,198.733
264.2787,195.685
264.4787,192.725
264.6787,189.94
264.8787,187.421
265.0787,185.251
265.2787,183.472
265.4787,182.088
265.6787,181.104
265.8787,180.522
266.0787,180.347
266.2787,180.583
266.4787,181.234
266.6787,182.304
266.8787,183.796
267.0787,185.714
267.2787,188.013
267.4787,190.576
267.6787,193.282
267.8787,196.006
268.0787,198.627
268.2787,201.023
268.4787,203.07
268.6787,204.647
268.8787,205.63
269.0787,205.897
269.2787,205.376
269.4787,204.15
269.6787,202.329
269.8787,200.026
270.0787,197.351
270.2787,194.417
270.4787,191.333
270.6787,188.213
270.8787,185.167
271.0787,182.306
271.2787,179.732
271.4787,177.477
271.6787,175.547
271.8787,173.947
272.0787,172.681
272.2787,171.756
272.4787,171.177
272.6787,170.949
272.8787,171.078
273.0787,171.569
273.2787,172.423
273.4787,173.593
273.6787,174.991
273.8787,176.528
274.0787,178.117
274.2787,179.667
274.4787,181.091
274.6787,182.3
274.8787,183.206
275.0787,183.719
275.2787,183.753
275.4787,183.271
275.6787,182.315
275.8787,180.932
276.0787,179.169
276.2787,177.075
276.4787,174.695
276.6787,172.079
276.8787,169.272
277.0787,166.323
277.2787,163.279
277.4787,160.177
277.6787,157.029
277.8787,153.839
278.0787,150.614
278.2787,147.359
278.4787,144.08
278.6787,140.783
278.8787,137.472
279.0787,134.154
279.2787,130.835
279.4787,127.524
279.6787,124.257
279.8787,121.079
280.0787,118.036
280.2787,115.173
280.4787,112.535
280.6787,110.167
280.8787,108.114
281.0787,106.421
281.2787,105.135
281.4787,104.294
281.6787,103.865
281.8787,103.764
282.0787,103.908
282.2787,104.211
282.4787,104.588
282.6787,104.955
282.8787,105.227
283.0787,105.319
283.2787,105.147
283.4787,104.626
283.6787,103.705
283.8787,102.371
284.0787,100.614
284.2787,98.4262
284.4787,95.7973
284.6787,92.718
284.8787,89.179
285.0787,85.1709
285.2787,80.6843
285.4787,75.7099
285.6787,70.2829
285.8787,64.5442
286.0787,58.6505
286.2787,52.7583
286.4787,47.0242
286.6787,41.6046
286.8787,36.6563
287.0787,32.3357
287.2787,28.7994
287.4787,26.204
287.6787,24.6641
287.8787,24.0993
288.0787,24.3719
288.2787,25.3444
288.4787,26.8794
288.6787,28.8393
288.8787,31.0866
289.0787,33.4838
289.2787,35.8933
289.4787,38.1776
289.6787,40.2075
289.8787,41.9318
290.0787,43.3426
290.2787,44.4322
290.4787,45.1931
290.6787,45.6178
290.8787,45.6985
291.0787,45.4278
291.2787,44.7981
291.4787,43.8018
291.6787,42.4332
291.8787,40.7268
292.0787,38.7574
292.2787,36.601
292.4787,34.3342
292.6787,32.0331
292.8787,29.7742
293.0787,27.6336
293.2787,25.6878
293.4787,24.0129
293.6787,22.685
293.8787,21.7485
294.0787,21.1922
294.2787,20.9996
294.4787,21.1538
294.6787,21.6383
294.8787,22.4362
295.0787,23.5308
295.2787,24.9056
295.4787,26.5437
295.6787,28.4285
295.8787,30.5318
296.0787,32.7887
296.2787,35.1269
296.4787,37.4738
296.6787,39.7571
296.8787,41.9044
297.0787,43.8433
297.2787,45.5014
297.4787,46.8063
297.6787,47.6856
297.8787,48.0807
298.0787,48.0186
298.2787,47.5581
298.4787,46.7587
298.6787,45.6793
298.8787,44.3793
299.0787,42.9176
299.2787,41.3536
299.4787,39.7464
299.6787,38.1552
299.8787,36.6387
300.0787,35.2517
300.2787,34.046
300.4787,33.0736
300.6787,32.3861
300.8787,32.0354
301.0787,32.0734
301.2787,32.5519
301.4787,33.5227
301.6787,35.0375
301.8787,37.1462
302.0787,39.8334
302.2787,43.0082
302.4787,46.5756
302.6787,50.4406
302.8787,54.5082
303.0787,58.6834
303.2787,62.871
303.4787,66.9761
303.6787,70.9036
303.8787,74.5588
304.0787,77.8874
304.2787,80.9158
304.4787,83.6802
304.6787,86.2165
304.8787,88.5609
305.0787,90.7494
305.2787,92.8181
305.4787,94.8031
305.6787,96.7404
305.8787,98.6662
306.0787,100.609
306.2787,102.573
306.4787,104.554
306.6787,106.55
306.8787,108.559
307.0787,110.579
307.2787,112.606
307.4787,114.638
307.6787,116.672
307.8787,118.707
308.0787,120.738
308.2787,122.762
308.4787,124.772
308.6787,126.762
308.8787,128.728
309.0787,130.663
309.2787,132.562
309.4787,134.418
309.6787,136.227
309.8787,137.982
310.0787,139.681
310.2787,141.345
310.4787,143.016
310.6787,144.737
310.8787,146.548
311.0787,148.491
311.2787,150.608
311.4787,152.94
311.6787,155.529
311.8787,158.417
312.0787,161.642
312.2787,165.163
312.4787,168.845
312.6787,172.551
312.8787,176.142
313.0787,179.479
313.2787,182.425
313.4787,184.842
313.6787,186.589
313.8787,187.531
314.0787,187.528
314.2787,186.551
314.4787,184.769
314.6787,182.373
314.8787,179.553
315.0787,176.501
315.2787,173.408
315.4787,170.464
315.6787,167.861
315.8787,165.79
316.0787,164.44
316.2787,163.935
316.4787,164.174
316.6787,165.015
316.8787,166.316
317.0787,167.934
317.2787,169.727
317.4787,171.552
317.6787,173.266
317.8787,174.727
318.0787,175.792
318.2787,176.341
318.4787,176.364
318.6787,175.895
318.8787,174.964
319.0787,173.603
319.2787,171.844
319.4787,169.718
319.6787,167.258
319.8787,164.494
320.0787,161.459
320.2787,158.186
320.4787,154.738
320.6787,151.19
320.8787,147.62
321.0787,144.103
321.2787,140.716
321.4787,137.537
321.6787,134.641
321.8787,132.106
322.0787,130.008
322.2787,128.419
322.4787,127.326
322.6787,126.641
322.8787,126.27
323.0787,126.121
323.2787,126.101
323.4787,126.118
323.6787,126.079
323.8787,125.891
324.0787,125.463
324.2787,124.702
324.4787,123.567
324.6787,122.087
324.8787,120.298
325.0787,118.234
325.2787,115.932
325.4787,113.427
325.6787,110.753
325.8787,107.947
326.0787,105.042
326.2787,102.076
326.4787,99.076
326.6787,96.0598
326.8787,93.0415
327.0787,90.0356
327.2787,87.0565
327.4787,84.1187
327.6787,81.2367
327.8787,78.4249
328.0787,75.6978
328.2787,73.0699
328.4787,70.5586
328.6787,68.1926
328.8787,66.0033
329.0787,64.022
329.2787,62.2801
329.4787,60.8089
329.6787,59.6397
329.8787,58.804
330.0787,58.3329
330.2787,58.258
330.4787,58.6017
330.6787,59.3309
330.8787,60.3912
331.0787,61.7284
331.2787,63.288
331.4787,65.0155
331.6787,66.8566
331.8787,68.7569
332.0787,70.662
332.2787,72.5175
332.4787,74.2706
332.6787,75.8856
332.8787,77.3371
333.0787,78.6
333.2787,79.6491
333.4787,80.4591
333.6787,81.0048
333.8787,81.2612
334.0787,81.2029
334.2787,80.8048
334.4787,80.0454
334.6787,78.9763
334.8787,77.7173
335.0787,76.3905
335.2787,75.1182
335.4787,74.0224
335.6787,73.2255
335.8787,72.8496
336.0787,73.0168
336.2787,73.8495
336.4787,75.4671
336.6787,77.8681
336.8787,80.8818
337.0787,84.3245
337.2787,88.0127
337.4787,91.763
337.6787,95.3917
337.8787,98.7153
338.0787,101.55
338.2787,103.713
338.4787,105.021
338.6787,105.394
338.8787,104.967
339.0787,103.905
339.2787,102.374
339.4787,100.538
339.6787,98.5608
339.8787,96.6078
340.0787,94.8433
340.2787,93.4321
340.4787,92.5387
340.6787,92.2794
340.8787,92.611
341.0787,93.4579
341.2787,94.7441
341.4787,96.3937
341.6787,98.331
341.8787,100.48
342.0787,102.765
342.2787,105.11
342.4787,107.439
342.6787,109.687
342.8787,111.841
343.0787,113.907
343.2787,115.89
343.4787,117.795
343.6787,119.626
343.8787,121.39
344.0787,123.091
344.2787,124.734
344.4787,126.324
344.6787,127.863
344.8787,129.33
345.0787,130.689
345.2787,131.905
345.4787,132.945
345.6787,133.773
345.8787,134.356
346.0787,134.657
346.2787,134.644
346.4787,134.28
346.6787,133.537
346.8787,132.458
347.0787,131.136
347.2787,129.667
347.4787,128.147
347.6787,126.67
347.8787,125.333
348.0787,124.23
348.2787,123.457
348.4787,123.109
348.6787,123.279
348.8787,123.982
349.0787,125.156
349.2787,126.733
349.4787,128.647
349.6787,130.83
349.8787,133.217
350.0787,135.739
350.2787,138.329
350.4787,140.922
350.6787,143.45
350.8787,145.857
351.0787,148.103
351.2787,150.147
351.4787,151.95
351.6787,153.472
351.8787,154.675
352.0787,155.519
352.2787,155.964
352.4787,155.971
352.6787,155.501
352.8787,154.545
353.0787,153.166
353.2787,151.435
353.4787,149.421
353.6787,147.196
353.8787,144.829
354.0787,142.392
354.2787,139.955
354.4787,137.588
354.6787,135.363
354.8787,133.338
355.0787,131.541
355.2787,129.991
355.4787,128.707
355.6787,127.709
355.8787,127.017
356.0787,126.651
356.2787,126.63
356.4787,126.974
356.6787,127.702
356.8787,128.816
357.0787,130.23
357.2787,131.835
357.4787,133.519
357.6787,135.174
357.8787,136.688
358.0787,137.952
358.2787,138.855
358.4787,139.287
358.6787,139.139
358.8787,138.316
359.0787,136.849
359.2787,134.814
359.4787,132.291
359.6787,129.359
359.8787,126.096
360.0787,122.581
360.2787,118.894
360.4787,115.112
360.6787,111.315
360.8787,107.578
361.0787,103.947
361.2787,100.451
361.4787,97.1168
361.6787,93.9731
361.8787,91.0478
362.0787,88.3686
362.2787,85.9636
362.4787,83.8607
362.6787,82.0878
362.8787,80.6704
363.0787,79.5918
363.2787,78.8018
363.4787,78.2487
363.6787,77.8811
363.8787,77.6476
364.0787,77.4967
364.2787,77.3768
364.4787,77.2367
364.6787,77.0247
364.8787,76.6906
365.0787,76.2123
365.2787,75.5999
365.4787,74.8649
365.6787,74.0187
365.8787,73.0729
366.0787,72.0391
366.2787,70.9287
366.4787,69.7533
366.6787,68.5243
366.8787,67.2533
367.0787,65.9436
367.2787,64.5871
367.4787,63.1744
367.6787,61.6965
367.8787,60.144
368.0787,58.5079
368.2787,56.7787
