,Imag der fit,log freq [Hz],log eps real (raw),log freq [Hz],log eps real (fit),log freq [Hz],log eps real peak 1,log freq [Hz],polarization term,log freq [Hz],log eps imag der (raw),log freq [Hz],log eps imag (fit),log freq [Hz],log eps imag der peak 1,log freq [Hz],sigma term, ,Real fit,log freq [Hz],log eps real (fit),log freq [Hz],log eps real peak {0}.format(i+1),log freq [Hz],polarization term,log freq [Hz],log eps imag (fit),log freq [Hz],log eps imag der peak 1,log freq [Hz],sigma term
0,,6.415487515410297,,5.100336075933696,28381.546836860325,2.4156510509556774,5.241324778703642,5.100336075933696,-4.535212931345926,6.415487515410297,,5.100336075933696,38096.054193917575,2.4156510509556774,3.241324778703641,5.100336075933696,3.549087359635733,,,5.100336075933696,5032.821120703008,1.822828823762464,5.253903134437701,5.100336075933696,1.8401656220473153,5.100336075933696,32679.115085400048,2.322828823762464,3.253864050083943,5.100336075933696,3.549087359635733
1,,6.269358812376749,,5.072291303134544,29689.35280067218,2.4560550913597177,5.241315898206589,5.072291303134544,-4.5194887289233066,6.269358812376749,,5.072291303134544,40324.627739136326,2.4560550913597177,3.281719938610629,5.072291303134544,3.5648115620583534,,,5.072291303134544,5688.254561910894,1.8733338742675145,5.253901997220569,5.072291303134544,1.8735473911328584,5.072291303134544,34637.65563351832,2.363232864166504,3.2942592099909307,5.072291303134544,3.5648115620583534
2,,6.12323077669851,,5.044246530335392,31125.964780888295,2.4964591317637583,5.241305201857535,5.044246530335392,-4.503764526500687,6.12323077669851,,5.044246530335392,42656.709401126005,2.4964591317637583,3.3221132826656152,5.044246530335392,3.580535764480973,,,5.044246530335392,6427.865940228798,1.923838924772565,5.2539005622195525,5.044246530335392,1.9069291602184018,5.044246530335392,36699.32535883873,2.403636904570545,3.334652554045917,5.044246530335392,3.580535764480973
3,,5.977103722032225,,5.01620175753624,32704.42571921183,2.5368631721677986,5.241292318416986,5.01620175753624,-4.488040324078066,5.977103722032225,,5.01620175753624,45091.30483606694,2.5368631721677986,3.362504439629106,5.01620175753624,3.5962599669035926,,,5.01620175753624,7261.603317408095,1.9743439752776155,5.253898751460409,5.01620175753624,1.940310929303945,5.01620175753624,38866.21510314695,2.444040944974585,3.3750437110094076,5.01620175753624,3.5962599669035926
4,,5.830975961036937,,4.9881569847370875,34438.65623976079,2.577267212571839,5.241276800774637,4.9881569847370875,-4.472316121655447,5.830975961036937,,4.9881569847370875,47626.05398897035,2.577267212571839,3.402892962390798,4.9881569847370875,3.6119841693262127,,,4.9881569847370875,8200.346315400195,2.024849025782666,5.253896466552294,4.9881569847370875,1.9736926983894882,4.9881569847370875,41139.70064014795,2.4844449853786257,3.4154322337711,4.9881569847370875,3.6119841693262127
5,,5.684848053544015,,4.960112211937935,36343.372004494915,2.6176712529758794,5.241258110455594,4.960112211937935,-4.456591919232827,5.684848053544015,,4.960112211937935,50256.98038663522,2.6176712529758794,3.4432783124757957,4.960112211937935,3.6277083717488323,,,4.960112211937935,9255.924024795699,2.0753540762877165,5.253893583342418,4.960112211937935,2.007074467475032,4.960112211937935,43520.262360046305,2.524849025782666,3.455817583856098,4.960112211937935,3.6277083717488323
6,,5.538719479487192,,4.932067439138782,38433.95226892294,2.6580752933799197,5.241235598968005,4.932067439138782,-4.440867716810207,5.538719479487192,,4.932067439138782,52978.223769435375,2.6580752933799197,3.483659841392247,4.932067439138782,3.6434325741714533,,,4.932067439138782,10441.110681025724,2.125859126792767,5.253889945171505,4.932067439138782,2.0404562365605763,4.932067439138782,46007.28041136336,2.565253066186706,3.4961991127725485,4.932067439138782,3.6434325741714533
7,,5.392591443808953,,4.90402266633963,40726.249819252334,2.6984793337839603,5.2412084853506355,4.90402266633963,-4.425143514387587,5.392591443808953,,4.90402266633963,55781.763119857256,2.6984793337839603,3.524036768178918,4.90402266633963,3.6591567765940725,,,4.90402266633963,11769.591864319416,2.1763641772978173,5.25388535436399,4.90402266633963,2.0738380056461194,4.90402266633963,48598.805556677675,2.605657106590747,3.5365760395592196,4.90402266633963,3.6591567765940725
8,,5.246464111611934,,4.875977893540478,43236.33256558611,2.7388833741880005,5.2411758291497605,4.875977893540478,-4.409419311964967,5.246464111611934,,4.875977893540478,58657.140442188895,2.7388833741880005,3.564408152382083,4.875977893540478,3.6748809790166925,,,4.875977893540478,13255.892861547372,2.226869227802868,5.253879561491181,4.875977893540478,2.1072197747316626,4.875977893540478,51291.30747997058,2.646061146994787,3.576947423762385,4.875977893540478,3.6748809790166925
9,,5.100336075933696,3.408263715141925,4.847933120741326,45980.14804480496,2.779287414592041,5.2411364979000545,4.847933120741326,-4.393695109542347,5.100336075933696,3.408263715141925,4.847933120741326,61591.19947054471,2.779287414592041,3.6047728615364174,4.847933120741326,3.6906051814393126,,,4.847933120741326,14915.259854030743,2.2773742783079185,5.253872251825022,4.847933120741326,2.140601543817206,4.847933120741326,54079.404288542355,2.6864651873988277,3.617312132916719,4.847933120741326,3.6906051814393126
10,,4.954207764490956,3.9972364963544855,4.8198883479421735,48973.104271261145,2.8196914549960814,5.24108912799917,4.8198883479421735,-4.377970907119727,4.954207764490956,3.9972364963544855,4.8198883479421735,64567.85765689292,2.8196914549960814,3.645129532039574,4.8198883479421735,3.706329383861932,,,4.8198883479421735,16763.48393412098,2.327879328812969,5.253863028248032,4.8198883479421735,2.1739833129027493,4.8198883479421735,56955.57954595838,2.726869227802868,3.6576688034198757,4.8198883479421735,3.706329383861932
11,,4.808079246224419,4.350821528627918,4.791843575143021,52229.564083828955,2.860095495400122,5.241032077644774,4.791843575143021,-4.362246704697108,4.808079246224419,4.350821528627918,4.791843575143021,67567.93399801299,2.860095495400122,3.685476522089218,4.791843575143021,3.7220535862845523,,,4.791843575143021,18816.657829111537,2.3783843793180193,5.253851389693466,4.791843575143021,2.207365081988293,4.791843575143021,59909.89637970111,2.7672732682069086,3.6980157934695197,4.791843575143021,3.7220535862845523
12,,4.66195175104504,4.615934277962619,4.763798802343869,55762.255638962946,2.9004995358041623,5.240963370239403,4.763798802343869,-4.346522502274487,4.66195175104504,4.615934277962619,4.763798802343869,70569.0590080788,2.9004995358041623,3.725811855087888,4.763798802343869,3.737777788707172,,,4.763798802343869,21090.855902477684,2.42888942982307,5.253836703948365,4.763798802343869,2.240746851073836,4.763798802343869,62929.72198741508,2.8076773086109488,3.7383511264681895,4.763798802343869,3.737777788707172
13,,4.515823526192277,4.811198185807971,4.735754029544717,59581.609119564906,2.9409035762082025,5.240880626355305,4.735754029544717,-4.3307982998518675,4.515823526192277,4.811198185807971,4.735754029544717,73545.69575584512,2.9409035762082025,3.7661331516078302,4.735754029544717,3.753501991129792,,,4.735754029544717,23601.729830544737,2.4793944803281205,5.253818173348483,4.735754029544717,2.274128620159379,4.735754029544717,65999.48007772375,2.848081349014989,3.778672422988132,4.735754029544717,3.753501991129792
14,,4.369694431135181,4.949642214574918,4.707709256745565,63695.03895968376,2.981307616612243,5.240780981979789,4.707709256745565,-4.315074097429248,4.369694431135181,4.949642214574918,4.707709256745565,76469.30152657485,2.981307616612243,3.8064375476363543,4.707709256745565,3.7692261935524116,,,4.707709256745565,26364.015652176633,2.529899530833171,5.2537947915117575,4.707709256745565,2.3075103892449227,4.707709256745565,69100.453147048,2.8884853894190297,3.818976819016656,4.707709256745565,3.7692261935524116
15,,4.223568620149561,5.041444007837079,4.6796644839464125,68106.20147115663,3.0217116570162834,5.2406609903223975,4.6796644839464125,-4.299349895006628,4.223568620149561,5.041444007837079,4.6796644839464125,79308.65741891993,3.0217116570162834,3.846721596383003,4.6796644839464125,3.7849503959750317,,,4.6796644839464125,29390.95295795622,2.5804045813382217,5.253765288776496,4.6796644839464125,2.340892158330466,4.6796644839464125,72210.6605635816,2.92888942982307,3.8592608677633047,4.6796644839464125,3.7849503959750317
16,,4.077440584471324,5.104377841093703,4.65161971114726,72814.26881102123,3.062115697420324,5.240516503948059,4.65161971114726,-4.283625692584008,4.077440584471324,5.104377841093703,4.65161971114726,82030.38718094585,3.062115697420324,3.886981150412705,4.65161971114726,3.8006745983976518,,,4.65161971114726,32693.624009509334,2.630909631843272,5.253728063406835,4.65161971114726,2.374273927416009,4.65161971114726,75304.84156571323,2.9692934702271105,3.899520421793007,4.65161971114726,3.8006745983976518
17,,3.931311386021832,5.150132941061036,4.623574938348108,77813.27038861113,3.1025197378243643,5.240342533394761,4.623574938348108,-4.267901490161388,3.931311386021832,5.150132941061036,4.623574938348108,84599.67622120367,3.1025197378243643,3.9272112202634473,4.623574938348108,3.816398800820271,,,4.623574938348108,36280.22953455152,2.6814146823483225,5.25368109487088,4.623574938348108,2.4076556965015525,4.623574938348108,78354.57367001883,3.0096975106311508,3.939750491643749,4.623574938348108,3.816398800820271
18,,3.7851831468583046,5.1861168675703,4.595530165548956,83091.56031156745,3.142923778228405,5.240133077729672,4.595530165548956,-4.2521772877387685,3.7851831468583046,5.1861168675703,4.595530165548956,86981.18690120948,3.142923778228405,3.9674058050023984,4.595530165548956,3.8321230032428915,,,4.595530165548956,40155.32848287256,2.731919732853373,5.253621834548524,4.595530165548956,2.4410374655870957,4.595530165548956,81328.55569136924,3.0501015510351914,3.9799450763827005,4.595530165548956,3.8321230032428915
19,,3.639054968740307,5.216218700837137,4.567485392749804,88631.47233133577,3.183327818632445,5.239880921684619,4.567485392749804,-4.236453085316148,3.639054968740307,5.216218700837137,4.567485392749804,89140.14757779668,3.183327818632445,4.007557689361386,4.567485392749804,3.8478472056655115,,,4.567485392749804,44319.08038358998,2.7824247833584232,5.253547068040569,4.567485392749804,2.47441923467264,4.567485392749804,84193.07967732157,3.0905055914392316,4.020096960741688,4.567485392749804,3.8478472056655115
