Wavenumber (cm-1),Intensity (a.u.)
726.3020957915832,0.006199991711404191
726.4461412825651,0.006988321818088269
726.5901867735471,0.008125618310449015
726.734232264529,0.00973405217541596
726.878277755511,0.01196358526068958
727.022323246493,0.014991967235881356
727.166368737475,0.01902176366993816
727.3104142284569,0.024273495132445325
727.4544597194389,0.030974149634761798
727.5985052104209,0.039340711082806214
727.7425507014028,0.04955893252618921
727.8865961923848,0.06175834342595963
728.0306416833668,0.07598533671568886
728.1746871743487,0.09217701021651478
728.3187326653307,0.11013908088513888
728.4627781563127,0.1295314833493218
728.6068236472946,0.14986506453690612
728.7508691382766,0.1705120132016559
728.8949146292586,0.19073132838416407
729.0389601202405,0.20970885539597123
729.1830056112225,0.2266094280558641
729.3270511022045,0.2406367543400825
729.4710965931864,0.25109519801511604
729.6151420841684,0.25744683263243473
729.7591875751503,0.25935726802976516
729.9032330661323,0.25672481769957967
730.0472785571142,0.2496894661940827
730.1913240480961,0.2386205359623533
730.3353695390781,0.2240845658980632
730.4794150300601,0.2067972897427113
730.623460521042,0.18756537680457191
730.767506012024,0.16722451876512057
730.911551503006,0.1465804192561022
731.0555969939879,0.1263583375042221
731.1996424849699,0.1071652648862898
731.3436879759519,0.08946687548666135
731.4877334669338,0.07357941728827838
731.6317789579158,0.05967499285795924
731.7758244488978,0.047797428085234545
731.9198699398797,0.03788524797033526
732.0639154308617,0.029798164864119923
732.2079609218437,0.02334384413264952
732.3520064128256,0.01830239691644838
732.4960519038076,0.014446892780059926
732.6400973947896,0.011559033468230735
732.7841428857715,0.009439865588606367
732.9281883767535,0.007915964275121791
733.0722338677355,0.006841867261942818
733.2162793587174,0.006099692312094868
