Wavenumber (cm-1),Intensity (a.u.)
733.0722338677355,0.00615873325134029
733.2162793587174,0.006838297026744263
733.3603248496994,0.007790903051155184
733.5043703406814,0.009107155720445594
733.6484158316633,0.010899683188632148
733.7924613226453,0.013305407050479213
733.9365068136273,0.016486864499973667
734.0805523046092,0.020632079277781493
734.2245977955912,0.02595243549433133
734.3686432865732,0.03267801654150748
734.5126887775551,0.04104994750444106
734.6567342685371,0.05130943768167116
734.8007797595191,0.06368346650832506
734.944825250501,0.07836738683620753
735.088870741483,0.09550511583773161
735.232916232465,0.1151680124139765
735.3769617234469,0.13733395354983444
735.5210072144289,0.16186846298198188
735.6650527054109,0.18850995251169322
735.8090981963928,0.21686115300771072
735.9531436873748,0.24638859722506612
736.0971891783568,0.2764315530357443
736.2412346693387,0.3062211082062262
736.3852801603207,0.33490922609509327
736.5293256513025,0.36160660820400636
736.6733711422845,0.3854272223212375
736.8174166332665,0.40553650438111516
736.9614621242484,0.42119963438051555
737.1055076152304,0.4318260163028479
737.2495531062124,0.43700621608743795
737.3935985971943,0.43653813878723263
737.5376440881763,0.43044011207554084
737.6816895791583,0.4189496954091322
737.8257350701402,0.4025083227017993
737.9697805611222,0.3817331624043255
738.1138260521042,0.3573786952829608
738.2578715430861,0.33029134221063067
738.4019170340681,0.30136093656254637
738.5459625250501,0.2714728928638255
738.690008016032,0.24146459220695296
738.834053507014,0.2120888498261168
738.978098997996,0.18398645039463682
739.1221444889779,0.15766875024487706
739.2661899799599,0.1335103721497129
739.4102354709419,0.11175116206488764
739.5542809619238,0.09250591587166399
739.6983264529058,0.07577996152872368
739.8423719438878,0.06148850724860096
739.9864174348697,0.04947771777296726
740.1304629258517,0.039545714007644714
740.2745084168337,0.0314620484000553
740.4185539078156,0.024984628244092304
740.5625993987976,0.01987348530132098
740.7066448897796,0.01590117750724903
740.8506903807615,0.012859926209636222
740.9947358717435,0.010565824455634932
741.1387813627255,0.008860595827367241
741.2828268537074,0.007611447194602496
741.4268723446894,0.006709557303837173
741.5709178356714,0.006067694377192762
