Wavenumber (cm-1),Intensity (a.u.)
741.2828268537074,0.006138557808180088
741.4268723446894,0.006855882531637658
741.5709178356714,0.00787593825713936
741.7149633266533,0.009300676133955754
741.8590088176353,0.011254926179764549
742.0030543086173,0.013886895254134175
742.1470997995992,0.017366634479404317
742.2911452905812,0.021881799377110687
742.4351907815632,0.02763010902534145
742.5792362725451,0.03480811575056808
742.7232817635271,0.04359623667946239
742.8673272545091,0.05414046500178609
743.0113727454909,0.0665317380845253
743.155418236473,0.08078452959413726
743.2994637274548,0.096816766823599
743.4435092184368,0.11443355090196336
743.5875547094188,0.13331727579672367
743.7316002004007,0.15302652200044828
743.8756456913827,0.1730055034938581
744.0196911823647,0.1926048903027678
744.1637366733466,0.2111135972089322
744.3077821643286,0.22779976658330245
744.4518276553106,0.24195786851449588
744.5958731462925,0.2529577983794811
744.7399186372745,0.2602912545628415
744.8839641282565,0.2636106552701735
745.0280096192384,0.2627564476490129
745.1720551102204,0.25776982144734956
745.3161006012024,0.24888941647811394
745.4601460921843,0.2365323903898847
745.6041915831663,0.22126193830309016
745.7482370741483,0.2037447854200755
745.8922825651302,0.18470311517937354
746.0363280561122,0.1648657385626196
746.1803735470942,0.14492304187377442
746.3244190380761,0.12548945179565416
746.4684645290581,0.10707598258401788
746.6125100200401,0.09007407738156342
746.756555511022,0.0747506255730212
746.900601002004,0.061252904435011225
747.044646492986,0.049621377104684276
747.1886919839679,0.03980783676681166
747.3327374749499,0.03169631234016284
747.4767829659319,0.0251243857895661
747.6208284569138,0.019903024544481153
747.7648739478958,0.015833601090269548
747.9089194388778,0.012721358506425863
748.0529649298597,0.01038510809854716
748.1970104208417,0.008663362652698025
748.3410559118237,0.007417393407923347
748.4851014028056,0.0065318518268746946
748.6291468937876,0.0059136372570162445
