Wavenumber (cm-1),Intensity (a.u.)
742.2911452905812,0.005986902288723287
742.4351907815632,0.00640937863775688
742.5792362725451,0.006955323487666012
742.7232817635271,0.007656148893868019
742.8673272545091,0.008549815648211168
743.0113727454909,0.009681786820759528
743.155418236473,0.011106008708125715
743.2994637274548,0.012885886304584772
743.4435092184368,0.015095210948349397
743.5875547094188,0.017818987923396288
743.7316002004007,0.021154102015676867
743.8756456913827,0.025209749964275538
744.0196911823647,0.030107561171408254
744.1637366733466,0.03598132279935273
744.3077821643286,0.042976223410387523
744.4518276553106,0.05124753153083394
744.5958731462925,0.060958632818731644
744.7399186372745,0.07227836262695567
744.8839641282565,0.08537759019735869
745.0280096192384,0.10042503670298814
745.1720551102204,0.11758234168604287
745.3161006012024,0.13699843046633653
745.4601460921843,0.15880327765526697
745.6041915831663,0.18310120731454838
745.7482370741483,0.20996391635629727
745.8922825651302,0.23942345186688904
746.0363280561122,0.27146541220774767
746.1803735470942,0.30602267289875923
746.3244190380761,0.34296995835969507
746.4684645290581,0.38211958677183083
746.6125100200401,0.42321870532961525
746.756555511022,0.46594830542233334
746.900601002004,0.5099242612061406
747.044646492986,0.5547005710938244
747.1886919839679,0.5997749016039422
747.3327374749499,0.6445964396924158
747.4767829659319,0.6885759571997455
747.6208284569138,0.7310978844163427
747.7648739478958,0.7715340847339724
747.9089194388778,0.8092589250164977
748.0529649298597,0.8436651527631314
748.1970104208417,0.8741800269764172
748.3410559118237,0.9002811096410379
748.4851014028056,0.921511112377812
748.6291468937876,0.9374912101174919
748.7731923847696,0.947932280742088
748.9172378757515,0.9526436049288183
749.0612833667335,0.9515386604759252
749.2053288577155,0.9446377651585441
749.3493743486974,0.9320674553270841
749.4934198396793,0.9140566268008923
749.6374653306614,0.8909296024943097
749.7815108216432,0.8630964201069155
749.9255563126252,0.8310407461776689
750.0696018036072,0.7953059139676827
750.2136472945891,0.7564796475393144
750.3576927855711,0.7151780702829358
750.501738276553,0.672029602063022
750.645783767535,0.6276593259986706
750.789829258517,0.5826743562358413
750.933874749499,0.5376506659326207
751.0779202404809,0.49312174519731894
751.2219657314629,0.44956935773756673
751.3660112224449,0.40741655863167325
751.5100567134268,0.36702302992982133
751.6541022044088,0.3286826912374015
751.7981476953908,0.29262345371513865
751.9421931863727,0.25900891169424045
752.0862386773547,0.22794170881092848
752.2302841683367,0.19946827645077417
752.3743296593186,0.1735846214197525
752.5183751503006,0.15024283613268705
752.6624206412826,0.12935801636609032
752.8064661322645,0.11081529624564948
752.9505116232465,0.09447674470054068
753.0945571142285,0.08018790901275219
753.2386026052104,0.06778383625564824
753.3826480961924,0.05709444951311806
753.5266935871743,0.04794920032777241
753.6707390781563,0.040180959837656495
753.8147845691383,0.03362914703562957
753.9588300601202,0.02814212255795599
754.1028755511022,0.023578899909082233
754.2469210420842,0.019810243028362894
754.3909665330661,0.016719229936265574
754.5350120240481,0.014201367474983451
754.6790575150301,0.012164342683326423
754.823103006012,0.01052749302495333
754.967148496994,0.009221071458944616
755.111193987976,0.008185374106625131
755.255239478958,0.0073697888530460855
755.3992849699399,0.006731813338306702
755.5433304609219,0.00623608102551248
755.6873759519038,0.005853424825266881
