Wavenumber (cm-1),Intensity (a.u.)
727.7425507014028,0.005923109162135655
727.8865961923848,0.006272014739301529
728.0306416833668,0.006707180428698773
728.1746871743487,0.007246299919629913
728.3187326653307,0.007909714217759475
728.4627781563127,0.008720560703490868
728.6068236472946,0.009704865968991767
728.7508691382766,0.010891564113972673
728.8949146292586,0.012312421056906832
729.0389601202405,0.01400184506574146
729.1830056112225,0.015996564341814897
729.3270511022045,0.018335154299425976
729.4710965931864,0.021057400335255685
729.6151420841684,0.024203486488101725
729.7591875751503,0.02781300648924322
729.9032330661323,0.031923801245358485
730.0472785571142,0.036570635621248675
730.1913240480961,0.04178373722455804
730.3353695390781,0.04758723034607309
730.4794150300601,0.05399750877156557
730.623460521042,0.06102160125161115
730.767506012024,0.06865559232222623
730.911551503006,0.07688316820494201
731.0555969939879,0.08567436198528974
731.1996424849699,0.094984573541148
731.3436879759519,0.10475393725100335
731.4877334669338,0.11490710400983789
731.6317789579158,0.12535349338563162
731.7758244488978,0.13598805698254976
731.9198699398797,0.14669257563083293
732.0639154308617,0.15733749156695365
732.2079609218437,0.1677842532273418
732.3520064128256,0.17788812580024202
732.4960519038076,0.18750139656776232
732.6400973947896,0.1964768817114873
732.7841428857715,0.20467162203165495
732.9281883767535,0.21195064022213642
733.0722338677355,0.21819062303636105
733.2162793587174,0.22328338867741165
733.3603248496994,0.22713900350350505
733.5043703406814,0.22968842271618073
733.6484158316633,0.23088554673490275
733.7924613226453,0.2307086076948612
733.9365068136273,0.2291608278055966
734.0805523046092,0.22627032175028697
734.2245977955912,0.22208924725619034
734.3686432865732,0.21669223969308696
734.5126887775551,0.21017419634076273
734.6567342685371,0.20264750221905933
734.8007797595191,0.19423881073701105
734.944825250501,0.18508550785060257
735.088870741483,0.1753319972597621
735.232916232465,0.16512594617367418
735.3769617234469,0.15461462649250343
735.5210072144289,0.14394147544326458
735.6650527054109,0.1332429836518462
735.8090981963928,0.12264599847596883
735.9531436873748,0.11226550748058958
736.0971891783568,0.10220294259997861
736.2412346693387,0.09254502117375746
736.3852801603207,0.08336311693804799
736.5293256513025,0.07471313329153526
736.6733711422845,0.06663583360284729
736.8174166332665,0.059157569579163016
736.9614621242484,0.05229133909767605
737.1055076152304,0.046038099465152554
737.2495531062124,0.04038826062464416
737.3935985971943,0.03532328497777884
737.5376440881763,0.0308173256846231
737.6816895791583,0.026838842887364815
737.8257350701402,0.023352146576471413
737.9697805611222,0.020318825076921843
738.1138260521042,0.017699028719925458
738.2578715430861,0.015452588602515763
738.4019170340681,0.013539959945624692
738.5459625250501,0.011922988078033962
738.690008016032,0.010565502255245182
738.834053507014,0.009433748239274217
738.978098997996,0.008496674790808286
739.1221444889779,0.007726092018619744
739.2661899799599,0.007096721019499423
739.4102354709419,0.006586154599475448
739.5542809619238,0.006174748295914098
739.6983264529058,0.00584545963295403
