,Rs [Ω],Rct1 [Ω],n1,Q1 [F],Chi-square
Values,312.63099675250044,7509.692673778881,0.8065849059293231,2.2235752000400312e-06,0.046646559594557005
Errors,11.444556690268374,25.498067969723678,0.003599024848539438,3.8731751629023146e-08,0.046646559594557005
% Errors,3.660723603593488,0.33953543876374154,0.44620533090595704,1.741868304176349,0.046646559594557005
