Potential (V)	Current (A)	Elapsed Time (s)	Zre (ohms)	Zim (ohms)	
-0.0101210698485374	-2.48554806603352E-06	1800.237	0	0	
-0.0101210698485374	-2.48432093030715E-06	1800.238	0	0	
-0.0101210698485374	-2.48370702138345E-06	1800.239	0	0	
-0.0101210698485374	-2.48370702138345E-06	1800.24	0	0	
-0.0101210698485374	-2.48370702138345E-06	1800.241	0	0	
-0.0101210698485374	-2.48370702138345E-06	1800.242	0	0	
-0.0101210698485374	-2.48370702138345E-06	1800.243	0	0	
-0.0101210698485374	-2.48432093030715E-06	1800.244	0	0	
-0.0101210698485374	-2.48493392973614E-06	1800.245	0	0	
-0.0101210698485374	-2.48616106546251E-06	1800.246	0	0	
-0.0101210698485374	-2.48677497438621E-06	1800.247	0	0	
-0.0101210698485374	-2.48677497438621E-06	1800.248	0	0	
-0.0101210698485374	-2.48677497438621E-06	1800.249	0	0	
-0.00981436483561993	-2.48616106546251E-06	1800.25	0	0	
-0.0101210698485374	-2.48616106546251E-06	1800.251	0	0	
-0.0101210698485374	-2.48554806603352E-06	1800.252	0	0	
-0.00981436483561993	-2.48493392973614E-06	1800.253	0	0	
-0.0101210698485374	-2.48432093030715E-06	1800.254	0	0	
-0.0101210698485374	-2.48309402195446E-06	1800.255	0	0	
-0.0101210698485374	-2.48248102252546E-06	1800.256	0	0	
-0.0101210698485374	-2.48248102252546E-06	1800.257	0	0	
-0.0101210698485374	-2.48248102252546E-06	1800.258	0	0	
-0.0101210698485374	-2.48309402195446E-06	1800.259	0	0	
-0.0101210698485374	-2.48309402195446E-06	1800.26	0	0	
-0.0101210698485374	-2.48370702138345E-06	1800.261	0	0	
-0.0101210698485374	-2.48432093030715E-06	1800.262	0	0	
-0.0101210698485374	-2.48554806603352E-06	1800.263	0	0	
-0.00981436483561993	-2.48554806603352E-06	1800.264	0	0	
-0.0101210698485374	-2.48616106546251E-06	1800.265	0	0	
-0.00981436483561993	-2.48554806603352E-06	1800.266	0	0	
-0.0101210698485374	-2.48554806603352E-06	1800.267	0	0	
-0.0101210698485374	-2.48493392973614E-06	1800.268	0	0	
-0.0101210698485374	-2.48432093030715E-06	1800.269	0	0	
-0.0101210698485374	-2.48370702138345E-06	1800.27	0	0	
-0.0101210698485374	-2.48309402195446E-06	1800.271	0	0	
-0.0101210698485374	-2.48186711360177E-06	1800.272	0	0	
-0.0101210698485374	-2.4812538867991E-06	1800.273	0	0	
-0.0101210698485374	-2.4812538867991E-06	1800.274	0	0	
-0.00981436483561993	-2.48186711360177E-06	1800.275	0	0	
-0.00981436483561993	-2.48186711360177E-06	1800.276	0	0	
-0.00981436483561993	-2.48248102252546E-06	1800.277	0	0	
-0.0101210698485374	-2.48248102252546E-06	1800.278	0	0	
-0.0101210698485374	-2.48370702138345E-06	1800.279	0	0	
-0.0101210698485374	-2.48432093030715E-06	1800.28	0	0	
-0.0101210698485374	-2.48493392973614E-06	1800.281	0	0	
-0.0101210698485374	-2.48493392973614E-06	1800.282	0	0	
-0.0101210698485374	-2.48493392973614E-06	1800.283	0	0	
-0.00981436483561993	-2.48432093030715E-06	1800.284	0	0	
-0.0101210698485374	-2.48370702138345E-06	1800.285	0	0	
-0.0101210698485374	-2.48309402195446E-06	1800.286	0	0	
-0.00981436483561993	-2.48248102252546E-06	1800.287	0	0	
-0.0101210698485374	-2.4812538867991E-06	1800.288	0	0	
-0.00981436483561993	-2.4806399778754E-06	1800.289	0	0	
-0.0101210698485374	-2.4806399778754E-06	1800.29	0	0	
-0.0101210698485374	-2.4806399778754E-06	1800.291	0	0	
-0.0101210698485374	-2.4806399778754E-06	1800.292	0	0	
-0.0101210698485374	-2.4812538867991E-06	1800.293	0	0	
-0.0101210698485374	-2.4812538867991E-06	1800.294	0	0	
-0.0101210698485374	-2.48186711360177E-06	1800.295	0	0	
-0.0101210698485374	-2.48309402195446E-06	1800.296	0	0	
-0.00981436483561993	-2.48370702138345E-06	1800.297	0	0	
-0.0101210698485374	-2.48370702138345E-06	1800.298	0	0	
-0.00981436483561993	-2.48370702138345E-06	1800.299	0	0	
-0.00981436483561993	-2.48309402195446E-06	1800.3	0	0	
-0.0101210698485374	-2.48309402195446E-06	1800.301	0	0	
-0.00981436483561993	-2.48248102252546E-06	1800.302	0	0	
-0.0101210698485374	-2.48186711360177E-06	1800.303	0	0	
-0.0101210698485374	-2.4812538867991E-06	1800.304	0	0	
-0.0101210698485374	-2.4800269784464E-06	1800.305	0	0	
-0.0101210698485374	-2.47941397901741E-06	1800.306	0	0	
-0.0101210698485374	-2.47941397901741E-06	1800.307	0	0	
-0.0101210698485374	-2.47941397901741E-06	1800.308	0	0	
-0.0101210698485374	-2.47941397901741E-06	1800.309	0	0	
-0.0101210698485374	-2.4800269784464E-06	1800.31	0	0	
-0.0101210698485374	-2.4806399778754E-06	1800.311	0	0	
-0.0101210698485374	-2.4812538867991E-06	1800.312	0	0	
-0.0101210698485374	-2.48186711360177E-06	1800.313	0	0	
-0.00981436483561993	-2.48248102252546E-06	1800.314	0	0	
-0.0101210698485374	-2.48248102252546E-06	1800.315	0	0	
-0.0101210698485374	-2.48248102252546E-06	1800.316	0	0	
-0.0101210698485374	-2.48186711360177E-06	1800.317	0	0	
-0.0101210698485374	-2.48186711360177E-06	1800.318	0	0	
-0.0101210698485374	-2.4812538867991E-06	1800.319	0	0	
-0.0101210698485374	-2.4806399778754E-06	1800.32	0	0	
-0.00981436483561993	-2.47941397901741E-06	1800.321	0	0	
-0.00981436483561993	-2.47818707066472E-06	1800.322	0	0	
-0.00981436483561993	-2.47818707066472E-06	1800.323	0	0	
-0.0101210698485374	-2.47818707066472E-06	1800.324	0	0	
-0.0101210698485374	-2.47818707066472E-06	1800.325	0	0	
-0.0101210698485374	-2.47818707066472E-06	1800.326	0	0	
-0.0101210698485374	-2.47880007009371E-06	1800.327	0	0	
-0.0101210698485374	-2.47941397901741E-06	1800.328	0	0	
-0.0101210698485374	-2.4800269784464E-06	1800.329	0	0	
-0.00981436483561993	-2.4812538867991E-06	1800.33	0	0	
-0.0101210698485374	-2.48186711360177E-06	1800.331	0	0	
-0.0101210698485374	-2.4812538867991E-06	1800.332	0	0	
-0.0101210698485374	-2.4812538867991E-06	1800.333	0	0	
-0.00981436483561993	-2.4812538867991E-06	1800.334	0	0	
-0.00981436483561993	-2.4806399778754E-06	1800.335	0	0	
-0.0101210698485374	-2.4800269784464E-06	1800.336	0	0	
-0.0101210698485374	-2.47941397901741E-06	1800.337	0	0	
-0.0101210698485374	-2.47757293436734E-06	1800.338	0	0	
-0.0101210698485374	-2.47695993493835E-06	1800.339	0	0	
-0.00981436483561993	-2.47695993493835E-06	1800.34	0	0	
-0.00981436483561993	-2.47695993493835E-06	1800.341	0	0	
-0.0101210698485374	-2.47695993493835E-06	1800.342	0	0	
-0.00981436483561993	-2.47757293436734E-06	1800.343	0	0	
-0.0101210698485374	-2.47757293436734E-06	1800.344	0	0	
-0.0101210698485374	-2.47818707066472E-06	1800.345	0	0	
-0.0101210698485374	-2.47941397901741E-06	1800.346	0	0	
-0.0101210698485374	-2.4800269784464E-06	1800.347	0	0	
-0.00981436483561993	-2.4800269784464E-06	1800.348	0	0	
-0.0101210698485374	-2.4800269784464E-06	1800.349	0	0	
-0.00981436483561993	-2.4800269784464E-06	1800.35	0	0	
-0.0101210698485374	-2.47941397901741E-06	1800.351	0	0	
-0.0101210698485374	-2.47880007009371E-06	1800.352	0	0	
-0.00981436483561993	-2.47818707066472E-06	1800.353	0	0	
-0.0101210698485374	-2.47757293436734E-06	1800.354	0	0	
-0.0101210698485374	-2.47634602601465E-06	1800.355	0	0	
-0.0101210698485374	-2.47573302658566E-06	1800.356	0	0	
-0.0101210698485374	-2.47573302658566E-06	1800.357	0	0	
-0.00981436483561993	-2.47634602601465E-06	1800.358	0	0	
-0.0101210698485374	-2.47634602601465E-06	1800.359	0	0	
-0.00981436483561993	-2.47695993493835E-06	1800.36	0	0	
-0.0101210698485374	-2.47695993493835E-06	1800.361	0	0	
-0.0101210698485374	-2.47757293436734E-06	1800.362	0	0	
-0.00981436483561993	-2.47880007009371E-06	1800.363	0	0	
-0.00981436483561993	-2.47941397901741E-06	1800.364	0	0	
-0.00981436483561993	-2.47941397901741E-06	1800.365	0	0	
-0.0101210698485374	-2.47941397901741E-06	1800.366	0	0	
-0.0101210698485374	-2.47941397901741E-06	1800.367	0	0	
-0.00981436483561993	-2.47880007009371E-06	1800.368	0	0	
-0.00981436483561993	-2.47818707066472E-06	1800.369	0	0	
-0.0101210698485374	-2.47757293436734E-06	1800.37	0	0	
-0.0101210698485374	-2.47634602601465E-06	1800.371	0	0	
-0.0101210698485374	-2.47573302658566E-06	1800.372	0	0	
-0.0101210698485374	-2.47573302658566E-06	1800.373	0	0	
-0.0101210698485374	-2.47573302658566E-06	1800.374	0	0	
-0.00981436483561993	-2.47573302658566E-06	1800.375	0	0	
-0.00981436483561993	-2.47634602601465E-06	1800.376	0	0	
-0.0101210698485374	-2.47634602601465E-06	1800.377	0	0	
-0.0101210698485374	-2.47634602601465E-06	1800.378	0	0	
-0.0101210698485374	-2.47757293436734E-06	1800.379	0	0	
-0.0101210698485374	-2.47880007009371E-06	1800.38	0	0	
-0.0101210698485374	-2.47880007009371E-06	1800.381	0	0	
-0.0101210698485374	-2.47880007009371E-06	1800.382	0	0	
-0.0101210698485374	-2.47880007009371E-06	1800.383	0	0	
-0.0101210698485374	-2.47818707066472E-06	1800.384	0	0	
-0.0101210698485374	-2.47818707066472E-06	1800.385	0	0	
-0.0101210698485374	-2.47757293436734E-06	1800.386	0	0	
-0.00981436483561993	-2.47634602601465E-06	1800.387	0	0	
-0.00981436483561993	-2.47573302658566E-06	1800.388	0	0	
-0.0101210698485374	-2.47450589085929E-06	1800.389	0	0	
-0.00981436483561993	-2.47450589085929E-06	1800.39	0	0	
-0.0101210698485374	-2.47450589085929E-06	1800.391	0	0	
-0.0101210698485374	-2.47512002715666E-06	1800.392	0	0	
-0.0101210698485374	-2.47512002715666E-06	1800.393	0	0	
-0.0101210698485374	-2.47573302658566E-06	1800.394	0	0	
-0.0101210698485374	-2.47634602601465E-06	1800.395	0	0	
-0.0101210698485374	-2.47695993493835E-06	1800.396	0	0	
-0.0101210698485374	-2.47757293436734E-06	1800.397	0	0	
-0.0101210698485374	-2.47818707066472E-06	1800.398	0	0	
-0.0101210698485374	-2.47818707066472E-06	1800.399	0	0	
-0.0101210698485374	-2.47757293436734E-06	1800.4	0	0	
-0.0101210698485374	-2.47695993493835E-06	1800.401	0	0	
-0.0101210698485374	-2.47634602601465E-06	1800.402	0	0	
-0.0101210698485374	-2.47634602601465E-06	1800.403	0	0	
-0.0101210698485374	-2.47512002715666E-06	1800.404	0	0	
-0.00981436483561993	-2.4738928914303E-06	1800.405	0	0	
-0.00981436483561993	-2.4732789825066E-06	1800.406	0	0	
-0.0101210698485374	-2.4732789825066E-06	1800.407	0	0	
-0.00981436483561993	-2.4738928914303E-06	1800.408	0	0	
-0.0101210698485374	-2.4738928914303E-06	1800.409	0	0	
-0.0101210698485374	-2.47450589085929E-06	1800.41	0	0	
-0.0101210698485374	-2.47450589085929E-06	1800.411	0	0	
-0.0101210698485374	-2.47512002715666E-06	1800.412	0	0	
-0.0101210698485374	-2.47634602601465E-06	1800.413	0	0	
-0.0101210698485374	-2.47695993493835E-06	1800.414	0	0	
-0.0101210698485374	-2.47695993493835E-06	1800.415	0	0	
-0.0101210698485374	-2.47634602601465E-06	1800.416	0	0	
-0.0101210698485374	-2.47634602601465E-06	1800.417	0	0	
-0.00981436483561993	-2.47573302658566E-06	1800.418	0	0	
-0.0101210698485374	-2.47512002715666E-06	1800.419	0	0	
-0.0101210698485374	-2.47512002715666E-06	1800.42	0	0	
-0.0101210698485374	-2.4732789825066E-06	1800.421	0	0	
-0.0101210698485374	-2.4726659830776E-06	1800.422	0	0	
-0.0101210698485374	-2.47205298364861E-06	1800.423	0	0	
-0.0101210698485374	-2.4726659830776E-06	1800.424	0	0	
-0.0101210698485374	-2.4726659830776E-06	1800.425	0	0	
-0.0101210698485374	-2.4726659830776E-06	1800.426	0	0	
-0.0101210698485374	-2.4732789825066E-06	1800.427	0	0	
-0.0101210698485374	-2.4732789825066E-06	1800.428	0	0	
-0.0101210698485374	-2.47450589085929E-06	1800.429	0	0	
-0.0101210698485374	-2.47573302658566E-06	1800.43	0	0	
-0.0101210698485374	-2.47573302658566E-06	1800.431	0	0	
-0.0101210698485374	-2.47573302658566E-06	1800.432	0	0	
-0.0101210698485374	-2.47573302658566E-06	1800.433	0	0	
-0.0101210698485374	-2.47512002715666E-06	1800.434	0	0	
-0.00981436483561993	-2.47450589085929E-06	1800.435	0	0	
-0.0101210698485374	-2.47450589085929E-06	1800.436	0	0	
-0.0101210698485374	-2.4732789825066E-06	1800.437	0	0	
-0.0101210698485374	-2.47205298364861E-06	1800.438	0	0	
-0.00981436483561993	-2.47143907472491E-06	1800.439	0	0	
-0.00981436483561993	-2.47143907472491E-06	1800.44	0	0	
-0.0101210698485374	-2.47143907472491E-06	1800.441	0	0	
-0.0101210698485374	-2.47143907472491E-06	1800.442	0	0	
-0.0101210698485374	-2.47205298364861E-06	1800.443	0	0	
-0.0101210698485374	-2.47205298364861E-06	1800.444	0	0	
-0.0101210698485374	-2.4726659830776E-06	1800.445	0	0	
-0.0101210698485374	-2.4738928914303E-06	1800.446	0	0	
-0.00981436483561993	-2.47450589085929E-06	1800.447	0	0	
-0.0101210698485374	-2.47512002715666E-06	1800.448	0	0	
-0.0101210698485374	-2.47450589085929E-06	1800.449	0	0	
-0.00981436483561993	-2.47450589085929E-06	1800.45	0	0	
-0.00981436483561993	-2.4738928914303E-06	1800.451	0	0	
-0.00981436483561993	-2.4732789825066E-06	1800.452	0	0	
-0.0101210698485374	-2.4732789825066E-06	1800.453	0	0	
-0.00981436483561993	-2.47205298364861E-06	1800.454	0	0	
-0.0101210698485374	-2.47143907472491E-06	1800.455	0	0	
-0.0101210698485374	-2.47082607529592E-06	1800.456	0	0	
-0.0101210698485374	-2.47082607529592E-06	1800.457	0	0	
-0.00981436483561993	-2.47082607529592E-06	1800.458	0	0	
-0.0101210698485374	-2.47143907472491E-06	1800.459	0	0	
-0.0101210698485374	-2.47205298364861E-06	1800.46	0	0	
-0.0101210698485374	-2.47205298364861E-06	1800.461	0	0	
-0.0101210698485374	-2.4726659830776E-06	1800.462	0	0	
-0.0101210698485374	-2.47450589085929E-06	1800.463	0	0	
-0.0101210698485374	-2.47450589085929E-06	1800.464	0	0	
-0.0101210698485374	-2.47512002715666E-06	1800.465	0	0	
-0.00981436483561993	-2.47512002715666E-06	1800.466	0	0	
-0.00981436483561993	-2.47512002715666E-06	1800.467	0	0	
-0.0101210698485374	-2.47450589085929E-06	1800.468	0	0	
-0.0101210698485374	-2.4738928914303E-06	1800.469	0	0	
-0.0101210698485374	-2.4738928914303E-06	1800.47	0	0	
-0.0101210698485374	-2.4726659830776E-06	1800.471	0	0	
-0.00981436483561993	-2.47205298364861E-06	1800.472	0	0	
-0.0101210698485374	-2.47143907472491E-06	1800.473	0	0	
-0.0101210698485374	-2.47143907472491E-06	1800.474	0	0	
-0.00981436483561993	-2.47143907472491E-06	1800.475	0	0	
-0.0101210698485374	-2.47143907472491E-06	1800.476	0	0	
-0.00981436483561993	-2.47205298364861E-06	1800.477	0	0	
-0.00981436483561993	-2.4726659830776E-06	1800.478	0	0	
-0.0101210698485374	-2.4732789825066E-06	1800.479	0	0	
-0.0101210698485374	-2.47450589085929E-06	1800.48	0	0	
-0.0101210698485374	-2.47450589085929E-06	1800.481	0	0	
-0.0101210698485374	-2.47450589085929E-06	1800.482	0	0	
-0.0101210698485374	-2.47450589085929E-06	1800.483	0	0	
-0.00981436483561993	-2.47450589085929E-06	1800.484	0	0	
-0.0101210698485374	-2.4738928914303E-06	1800.485	0	0	
-0.0101210698485374	-2.4732789825066E-06	1800.486	0	0	
-0.0101210698485374	-2.4726659830776E-06	1800.487	0	0	
-0.0101210698485374	-2.47082607529592E-06	1800.488	0	0	
-0.00981436483561993	-2.47021193899855E-06	1800.489	0	0	
-0.0101210698485374	-2.47021193899855E-06	1800.49	0	0	
-0.00981436483561993	-2.47021193899855E-06	1800.491	0	0	
-0.0101210698485374	-2.47082607529592E-06	1800.492	0	0	
-0.0101210698485374	-2.47082607529592E-06	1800.493	0	0	
-0.0101210698485374	-2.47143907472491E-06	1800.494	0	0	
-0.0101210698485374	-2.47143907472491E-06	1800.495	0	0	
-0.0101210698485374	-2.4726659830776E-06	1800.496	0	0	
-0.0101210698485374	-2.4732789825066E-06	1800.497	0	0	
-0.0101210698485374	-2.4732789825066E-06	1800.498	0	0	
-0.0101210698485374	-2.4732789825066E-06	1800.499	0	0	
-0.00981436483561993	-2.4732789825066E-06	1800.5	0	0	
-0.0101210698485374	-2.4726659830776E-06	1800.501	0	0	
-0.0101210698485374	-2.47205298364861E-06	1800.502	0	0	
-0.00981436483561993	-2.47143907472491E-06	1800.503	0	0	
-0.0101210698485374	-2.47082607529592E-06	1800.504	0	0	
-0.0101210698485374	-2.46959893956955E-06	1800.505	0	0	
-0.0101210698485374	-2.46898503064585E-06	1800.506	0	0	
-0.0101210698485374	-2.46898503064585E-06	1800.507	0	0	
-0.0101210698485374	-2.46898503064585E-06	1800.508	0	0	
-0.0101210698485374	-2.46898503064585E-06	1800.509	0	0	
-0.0101210698485374	-2.46959893956955E-06	1800.51	0	0	
-0.0101210698485374	-2.46959893956955E-06	1800.511	0	0	
-0.0101210698485374	-2.47021193899855E-06	1800.512	0	0	
-0.0101210698485374	-2.47143907472491E-06	1800.513	0	0	
-0.0101210698485374	-2.47205298364861E-06	1800.514	0	0	
-0.0101210698485374	-2.47205298364861E-06	1800.515	0	0	
-0.0101210698485374	-2.47205298364861E-06	1800.516	0	0	
-0.0101210698485374	-2.47143907472491E-06	1800.517	0	0	
-0.0101210698485374	-2.47143907472491E-06	1800.518	0	0	
-0.0101210698485374	-2.47082607529592E-06	1800.519	0	0	
-0.0101210698485374	-2.47021193899855E-06	1800.52	0	0	
-0.0101210698485374	-2.46837203121686E-06	1800.521	0	0	
-0.0101210698485374	-2.46775903178786E-06	1800.522	0	0	
-0.0101210698485374	-2.46775903178786E-06	1800.523	0	0	
-0.0101210698485374	-2.46775903178786E-06	1800.524	0	0	
-0.0101210698485374	-2.46775903178786E-06	1800.525	0	0	
-0.0101210698485374	-2.46837203121686E-06	1800.526	0	0	
-0.0101210698485374	-2.46837203121686E-06	1800.527	0	0	
-0.0101210698485374	-2.46898503064585E-06	1800.528	0	0	
-0.0101210698485374	-2.46959893956955E-06	1800.529	0	0	
-0.0101210698485374	-2.47082607529592E-06	1800.53	0	0	
-0.0101210698485374	-2.47082607529592E-06	1800.531	0	0	
-0.0101210698485374	-2.47082607529592E-06	1800.532	0	0	
-0.0101210698485374	-2.47082607529592E-06	1800.533	0	0	
-0.0101210698485374	-2.47021193899855E-06	1800.534	0	0	
-0.0101210698485374	-2.47021193899855E-06	1800.535	0	0	
-0.0101210698485374	-2.46959893956955E-06	1800.536	0	0	
-0.0101210698485374	-2.46898503064585E-06	1800.537	0	0	
-0.00981436483561993	-2.46714489549049E-06	1800.538	0	0	
-0.0101210698485374	-2.4665318960615E-06	1800.539	0	0	
-0.0101210698485374	-2.4665318960615E-06	1800.54	0	0	
-0.00981436483561993	-2.4665318960615E-06	1800.541	0	0	
-0.0101210698485374	-2.46714489549049E-06	1800.542	0	0	
-0.00981436483561993	-2.46714489549049E-06	1800.543	0	0	
-0.0101210698485374	-2.46775903178786E-06	1800.544	0	0	
-0.0101210698485374	-2.46775903178786E-06	1800.545	0	0	
-0.0101210698485374	-2.46959893956955E-06	1800.546	0	0	
-0.0101210698485374	-2.46959893956955E-06	1800.547	0	0	
-0.00981436483561993	-2.47021193899855E-06	1800.548	0	0	
-0.00981436483561993	-2.46959893956955E-06	1800.549	0	0	
-0.0101210698485374	-2.46959893956955E-06	1800.55	0	0	
-0.0101210698485374	-2.46898503064585E-06	1800.551	0	0	
-0.00981436483561993	-2.46898503064585E-06	1800.552	0	0	
-0.0101210698485374	-2.46837203121686E-06	1800.553	0	0	
-0.00981436483561993	-2.46714489549049E-06	1800.554	0	0	
-0.0101210698485374	-2.4665318960615E-06	1800.555	0	0	
-0.0101210698485374	-2.4659179871378E-06	1800.556	0	0	
-0.0101210698485374	-2.4659179871378E-06	1800.557	0	0	
-0.0101210698485374	-2.4659179871378E-06	1800.558	0	0	
-0.00981436483561993	-2.4659179871378E-06	1800.559	0	0	
-0.0101210698485374	-2.4665318960615E-06	1800.56	0	0	
-0.00981436483561993	-2.4665318960615E-06	1800.561	0	0	
-0.0101210698485374	-2.46714489549049E-06	1800.562	0	0	
-0.0101210698485374	-2.46837203121686E-06	1800.563	0	0	
-0.00981436483561993	-2.46898503064585E-06	1800.564	0	0	
-0.0101210698485374	-2.46898503064585E-06	1800.565	0	0	
-0.0101210698485374	-2.46898503064585E-06	1800.566	0	0	
-0.0101210698485374	-2.46837203121686E-06	1800.567	0	0	
-0.0101210698485374	-2.46775903178786E-06	1800.568	0	0	
-0.0101210698485374	-2.46775903178786E-06	1800.569	0	0	
-0.0101210698485374	-2.46714489549049E-06	1800.57	0	0	
-0.0101210698485374	-2.4659179871378E-06	1800.571	0	0	
-0.0101210698485374	-2.46530498770881E-06	1800.572	0	0	
-0.0101210698485374	-2.46469198827981E-06	1800.573	0	0	
-0.0101210698485374	-2.46469198827981E-06	1800.574	0	0	
-0.0101210698485374	-2.46469198827981E-06	1800.575	0	0	
-0.00981436483561993	-2.46530498770881E-06	1800.576	0	0	
-0.0101210698485374	-2.4659179871378E-06	1800.577	0	0	
-0.0101210698485374	-2.4659179871378E-06	1800.578	0	0	
-0.0101210698485374	-2.4665318960615E-06	1800.579	0	0	
-0.0101210698485374	-2.46775903178786E-06	1800.58	0	0	
-0.0101210698485374	-2.46775903178786E-06	1800.581	0	0	
-0.0101210698485374	-2.46775903178786E-06	1800.582	0	0	
-0.00981436483561993	-2.46775903178786E-06	1800.583	0	0	
-0.0101210698485374	-2.46714489549049E-06	1800.584	0	0	
-0.0101210698485374	-2.46714489549049E-06	1800.585	0	0	
-0.00981436483561993	-2.4665318960615E-06	1800.586	0	0	
-0.0101210698485374	-2.4659179871378E-06	1800.587	0	0	
-0.0101210698485374	-2.46469198827981E-06	1800.588	0	0	
-0.0101210698485374	-2.46407807935611E-06	1800.589	0	0	
-0.00981436483561993	-2.46346507992712E-06	1800.59	0	0	
-0.00981436483561993	-2.46407807935611E-06	1800.591	0	0	
-0.00981436483561993	-2.46407807935611E-06	1800.592	0	0	
-0.0101210698485374	-2.46407807935611E-06	1800.593	0	0	
-0.0101210698485374	-2.46469198827981E-06	1800.594	0	0	
-0.00981436483561993	-2.46469198827981E-06	1800.595	0	0	
-0.00981436483561993	-2.4659179871378E-06	1800.596	0	0	
-0.00981436483561993	-2.4665318960615E-06	1800.597	0	0	
-0.00981436483561993	-2.46714489549049E-06	1800.598	0	0	
-0.0101210698485374	-2.4665318960615E-06	1800.599	0	0	
-0.00981436483561993	-2.4665318960615E-06	1800.6	0	0	
-0.0101210698485374	-2.4659179871378E-06	1800.601	0	0	
-0.00981436483561993	-2.46530498770881E-06	1800.602	0	0	
-0.00981436483561993	-2.46530498770881E-06	1800.603	0	0	
-0.0101210698485374	-2.46407807935611E-06	1800.604	0	0	
-0.0101210698485374	-2.46285094362975E-06	1800.605	0	0	
-0.0101210698485374	-2.46285094362975E-06	1800.606	0	0	
-0.0101210698485374	-2.46285094362975E-06	1800.607	0	0	
-0.00981436483561993	-2.46285094362975E-06	1800.608	0	0	
-0.0101210698485374	-2.46285094362975E-06	1800.609	0	0	
-0.0101210698485374	-2.46346507992712E-06	1800.61	0	0	
-0.0101210698485374	-2.46407807935611E-06	1800.611	0	0	
-0.0101210698485374	-2.46469198827981E-06	1800.612	0	0	
-0.0101210698485374	-2.4659179871378E-06	1800.613	0	0	
-0.0101210698485374	-2.4659179871378E-06	1800.614	0	0	
-0.0101210698485374	-2.4665318960615E-06	1800.615	0	0	
-0.00981436483561993	-2.4659179871378E-06	1800.616	0	0	
-0.0101210698485374	-2.4659179871378E-06	1800.617	0	0	
-0.00981436483561993	-2.46530498770881E-06	1800.618	0	0	
-0.0101210698485374	-2.46469198827981E-06	1800.619	0	0	
-0.0101210698485374	-2.46469198827981E-06	1800.62	0	0	
-0.0101210698485374	-2.46346507992712E-06	1800.621	0	0	
-0.00981436483561993	-2.46223794420075E-06	1800.622	0	0	
-0.00981436483561993	-2.46223794420075E-06	1800.623	0	0	
-0.00981436483561993	-2.46223794420075E-06	1800.624	0	0	
-0.0101210698485374	-2.46223794420075E-06	1800.625	0	0	
-0.0101210698485374	-2.46223794420075E-06	1800.626	0	0	
-0.0101210698485374	-2.46285094362975E-06	1800.627	0	0	
-0.0101210698485374	-2.46346507992712E-06	1800.628	0	0	
-0.0101210698485374	-2.46407807935611E-06	1800.629	0	0	
-0.0101210698485374	-2.46530498770881E-06	1800.63	0	0	
-0.00981436483561993	-2.46530498770881E-06	1800.631	0	0	
-0.0101210698485374	-2.46530498770881E-06	1800.632	0	0	
-0.0101210698485374	-2.46530498770881E-06	1800.633	0	0	
-0.00981436483561993	-2.46469198827981E-06	1800.634	0	0	
-0.00981436483561993	-2.46407807935611E-06	1800.635	0	0	
-0.0101210698485374	-2.46407807935611E-06	1800.636	0	0	
-0.00981436483561993	-2.46346507992712E-06	1800.637	0	0	
-0.0101210698485374	-2.46162403527705E-06	1800.638	0	0	
-0.0101210698485374	-2.46101103584806E-06	1800.639	0	0	
-0.00981436483561993	-2.46101103584806E-06	1800.64	0	0	
-0.0101210698485374	-2.46101103584806E-06	1800.641	0	0	
-0.0101210698485374	-2.46101103584806E-06	1800.642	0	0	
-0.0101210698485374	-2.46162403527705E-06	1800.643	0	0	
-0.00981436483561993	-2.46223794420075E-06	1800.644	0	0	
-0.0101210698485374	-2.46223794420075E-06	1800.645	0	0	
-0.0101210698485374	-2.46346507992712E-06	1800.646	0	0	
-0.0101210698485374	-2.46407807935611E-06	1800.647	0	0	
-0.0101210698485374	-2.46469198827981E-06	1800.648	0	0	
-0.0101210698485374	-2.46407807935611E-06	1800.649	0	0	
-0.0101210698485374	-2.46407807935611E-06	1800.65	0	0	
-0.00981436483561993	-2.46346507992712E-06	1800.651	0	0	
-0.0101210698485374	-2.46346507992712E-06	1800.652	0	0	
-0.0101210698485374	-2.46285094362975E-06	1800.653	0	0	
-0.0101210698485374	-2.46162403527705E-06	1800.654	0	0	
-0.0101210698485374	-2.46039803641906E-06	1800.655	0	0	
-0.00981436483561993	-2.45978390012169E-06	1800.656	0	0	
-0.00981436483561993	-2.45978390012169E-06	1800.657	0	0	
-0.0101210698485374	-2.45978390012169E-06	1800.658	0	0	
-0.0101210698485374	-2.46039803641906E-06	1800.659	0	0	
-0.00981436483561993	-2.46101103584806E-06	1800.66	0	0	
-0.0101210698485374	-2.46101103584806E-06	1800.661	0	0	
-0.00981436483561993	-2.46162403527705E-06	1800.662	0	0	
-0.00981436483561993	-2.46285094362975E-06	1800.663	0	0	
-0.00981436483561993	-2.46346507992712E-06	1800.664	0	0	
-0.0101210698485374	-2.46346507992712E-06	1800.665	0	0	
-0.0101210698485374	-2.46285094362975E-06	1800.666	0	0	
-0.0101210698485374	-2.46285094362975E-06	1800.667	0	0	
-0.0101210698485374	-2.46223794420075E-06	1800.668	0	0	
-0.0101210698485374	-2.46162403527705E-06	1800.669	0	0	
-0.00981436483561993	-2.46162403527705E-06	1800.67	0	0	
-0.0101210698485374	-2.46039803641906E-06	1800.671	0	0	
-0.00981436483561993	-2.45978390012169E-06	1800.672	0	0	
